full_text,likes,comments,shares,total_engagement,outlier_score,hook_type,topic,angle,structure,visual_format,first_line,hook_150,hook,url,date,_source,rank,followers,author_avg,source
"In .NET, you usually have to choose between Speed and Consistency.

In-Memory Caching (IMemoryCache):
✅ Blazing fast (nanoseconds).
❌ Data is stuck on one server. If you have 10 nodes, you have 10 caches.

Distributed Caching (IDistributedCache / Redis):
✅ Shared across all servers. Consistent data.
❌ Network latency. Serialization costs. It's slower.

The Solution: HybridCache.

Don't choose one. Use both.

A Hybrid Cache creates a tiered architecture:

- L1 (Local): The app checks RAM first. If it's there, return instantly.
- L2 (Distributed): If missing locally, check Redis.
- Source: If missing in Redis, fetch from DB, then populate both L1 and L2.

While Microsoft is working on a native implementation, I still swear by FusionCache as the most robust, battle-tested library for this.

I wrote a guide on how to set this up properly: https://lnkd.in/d6NKgMVp

Are you currently using just Redis, or a multi-layer cache?

---
Sign up for the .NET Weekly with 75K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/dCMpeCNe",579.0,54.0,74,707.0,1.33,Teacher,System Design,Framework/How-To,List Post,Text-only,"In .NET, you usually have to choose between Speed and Consistency.","In .NET, you usually have to choose between Speed and Consistency.

In-Memory Caching (IMemoryCache):
✅ Blazing fast (nanoseconds).
❌ Data is stuck on","In .NET, you usually have to choose between Speed and Consistency.

In-Memory Caching (IMemoryCache):
✅ Blazing fast (nanoseconds).
❌ Data is stuck on",https://www.linkedin.com/posts/milan-jovanovic_in-net-you-usually-have-to-choose-between-activity-7416381399496122368-Z9k3?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACQtiwkB6kGZiEBy4_4SPa_ge0XcIUugnbw,2026-01-12T07:31:55.343Z,idea_legos_alexis,157.0,0.0,435.1,
"What is the cleanest way to get configuration values in .NET?

I use the Options pattern.

Here's why you should know about it.

App configuration lives in:

- Environment variables
- (appsettings) JSON files
- User secrets
- Other config providers

You can get individual values using the IConfiguration interface.

But this is error-prone and won't scale, so I don't recommend it.

Instead, I use the Options pattern:

- Create a class to represent the settings
- Bind the class properties to application settings (JSON)
- Consume the Options pattern in my code using IOption

You can also add data annotations to your settings class for simple validation.

Here's how you can implement the Options pattern in .NET: https://lnkd.in/gjVBDHqM

Do you know the difference between IOptions, IOptionsSnapshot and IOptionsMonitor?

---
Sign up for the .NET Weekly with 75K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/edzd2tK5",610.0,44.0,45,699.0,1.4,Investigator,Technical Skills,Industry Observation,List Post,Text-only,What is the cleanest way to get configuration values in .NET?,"What is the cleanest way to get configuration values in .NET?

I use the Options pattern.

Here's why you should know about it.

App configuration liv","What is the cleanest way to get configuration values in .NET?

I use the Options pattern.

Here's why you should know about it.

App configuration liv",https://www.linkedin.com/posts/milan-jovanovic_what-is-the-cleanest-way-to-get-configuration-activity-7409133594666889216-3anY?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADSrhNYB6WX_yttMZS5zKuw4oAmgtZapKSg,2025-12-23T07:31:44.014Z,idea_legos_alexis,140.0,0.0,435.1,
"If you're still writing five separate interfaces and classes for every single command in .NET, you need to see this.

For years, many of us in the .NET community have relied on MediatR and MassTransit for command handling and messaging. But the boilerplate is real.

I finally took the plunge and explored Wolverine, a library that claims to be the ""next generation"" of .NET messaging by focusing on convention over configuration.

In my new video, I share my raw, first-take as a long-time user of other messaging tools: https://lnkd.in/eDm9Aa3p",613.0,26.0,52,691.0,1.41,Magician,AI/ML/Coding Tools,Industry Observation,Observation/Opinion,Text-only,"If you're still writing five separate interfaces and classes for every single command in .NET, you n","If you're still writing five separate interfaces and classes for every single command in .NET, you need to see this.

For years, many of us in the .NE","If you're still writing five separate interfaces and classes for every single command in .NET, you need to see this.

For years, many of us in the .NE",https://www.linkedin.com/posts/milan-jovanovic_if-youre-still-writing-five-separate-interfaces-activity-7401600465882263553-0Eha?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAB0q1vsBp4hULNTjGJX-vWVJ4DU-a38UXeY,2025-12-02T12:37:46.153Z,idea_legos_alexis,139.0,0.0,435.1,
"I run my integration tests inside the CI/CD pipeline.

This gives me maximum confidence in my code.

It's all thanks to Testcontainers and Docker.

You can run external services as containers and access them in the tests.

Here's how to spin up:

- PostgreSQL
- Keycloak
- Redis

And now you can connect to these services from your application code.

Ready to take your integration testing in .NET to the next level?

You will love this article: https://lnkd.in/dpXd2NUx

Don't write flaky tests. Use real external services.

---
Sign up for the .NET Weekly with 75K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/eWxxt8kC",586.0,52.0,51,689.0,1.35,Teacher,AI/ML/Coding Tools,Personal Experience,List Post,Text-only,I run my integration tests inside the CI/CD pipeline.,"I run my integration tests inside the CI/CD pipeline.

This gives me maximum confidence in my code.

It's all thanks to Testcontainers and Docker.

Yo","I run my integration tests inside the CI/CD pipeline.

This gives me maximum confidence in my code.

It's all thanks to Testcontainers and Docker.

Yo",https://www.linkedin.com/posts/milan-jovanovic_i-run-my-integration-tests-inside-the-ci-activity-7407684089526386688-UWK-?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACQAEEkBDb2FlfV06XgwYywsXPZjc1EPy8w,2025-12-19T07:31:55.058Z,idea_legos_alexis,152.0,0.0,435.1,
"What's the fastest way to do a SQL bulk insert?

I tested out all the popular approaches...

SqlBulkCopy is your winner. It's the fastest way to insert a large amount of data into SQL Server. But it does require writing more code than the other approaches.

Postgres has the COPY command, which works similarly.

Here are 5 more solutions I compared: https://lnkd.in/eearSh_z

Which one would you use?

---
Sign up for the .NET Weekly with 74K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/e3q7Nu4s",585.0,21.0,72,678.0,1.34,Experimenter,System Design,Industry Observation,List Post,Text-only,What's the fastest way to do a SQL bulk insert?,"What's the fastest way to do a SQL bulk insert?

I tested out all the popular approaches...

SqlBulkCopy is your winner. It's the fastest way to inser","What's the fastest way to do a SQL bulk insert?

I tested out all the popular approaches...

SqlBulkCopy is your winner. It's the fastest way to inser",https://www.linkedin.com/posts/milan-jovanovic_the-fastest-way-to-do-bulk-inserts-activity-7395362671312703488-rBH3?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADoipL4BPavl-hmH48vlRBnFYLnQqO1RsRU,2025-11-15T07:31:00.035Z,idea_legos_alexis,153.0,0.0,435.1,
"This is how you do integration testing the right way.

In-memory API instance → Postgres container → Run integration test

You don't need to change anything in your code.

Just set the connection string to point to the Postgres instance.

It doesn't get any simpler than this.

Here's the complete example: https://lnkd.in/d8YU6Raq

How do you write integration tests?

If you're still not using Testcontainers, you're doing yourself a disservice.

---
Sign up for the .NET Weekly with 75K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/dnecq4zh",593.0,29.0,50,672.0,1.36,Contrarian,AI/ML/Coding Tools,Against Common Wisdom,List Post,Text-only,This is how you do integration testing the right way.,"This is how you do integration testing the right way.

In-memory API instance → Postgres container → Run integration test

You don't need to change an","This is how you do integration testing the right way.

In-memory API instance → Postgres container → Run integration test

You don't need to change an",https://www.linkedin.com/posts/milan-jovanovic_this-is-how-you-do-integration-testing-the-activity-7412757523738419200-6mhE?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFsquNIBL-Bah7UT0aAl0gV3gz4HeyE43g0,2026-01-02T07:31:56.034Z,idea_legos_alexis,146.0,0.0,435.1,
"I love working with the Service Discovery library in .NET.

It's a lightweight configuration-based approach.

This actually came out of the effort done in Aspire.

If you're new to this concept, here's a quick breakdown.

Service discovery allows developers to reference external services using logical names instead of physical IP addresses and ports.

There's a centralized store for services to register themselves.

Clients can query the service registry to find the service's physical address.

The service discovery library for .NET is simpler, though.

It still lets you use logical names to refer to external services.

However, the discovery side is ""lacking"".

You have to specify the physical addresses in the application settings.

Here's a step-by-step tutorial: https://lnkd.in/eX4Wy3jD

You can configure the service URLs during deployment in your CI/CD pipelines.

Or even use a central configuration store (Azure App Configuration) for service discovery URLs.

---
Sign up for the .NET Weekly with 74K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/eihaFihr",594.0,14.0,60,668.0,1.37,Contrarian,Technical Skills,Personal Experience,List Post,Text-only,I love working with the Service Discovery library in .NET.,"I love working with the Service Discovery library in .NET.

It's a lightweight configuration-based approach.

This actually came out of the effort don","I love working with the Service Discovery library in .NET.

It's a lightweight configuration-based approach.

This actually came out of the effort don",https://www.linkedin.com/posts/milan-jovanovic_i-love-working-with-the-service-discovery-activity-7397899569981857792-wGB4?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACrQoogBzcO6PdHYllCLqPsl2uMapGCOPVg,2025-11-22T07:31:43.811Z,idea_legos_alexis,145.0,0.0,435.1,
"I like my API endpoints ""thin"".

If I can have controllers (or Minimal APIs) with 4-5 lines of code, that'd be best.

Here's why you should implement this.

The API endpoint's only responsibility becomes:

1. Accepting a request
2. Constructing a command/query object
3. Sending it to the respective handler and getting a result

The best part?

You don't need MediatR.

With it going commercial, I'm sure many people will switch away.

I implemented my custom solution with <100 lines of code.

Here's how: https://lnkd.in/dURSP2Bc

What do you think about this approach?

---
Sign up for the .NET Weekly with 75K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/ej4nP9pY",569.0,67.0,29,665.0,1.31,Teacher,System Design,Personal Experience,List Post,Text-only,"I like my API endpoints ""thin"".","I like my API endpoints ""thin"".

If I can have controllers (or Minimal APIs) with 4-5 lines of code, that'd be best.

Here's why you should implement ","I like my API endpoints ""thin"".

If I can have controllers (or Minimal APIs) with 4-5 lines of code, that'd be best.

Here's why you should implement ",https://www.linkedin.com/posts/milan-jovanovic_i-like-my-api-endpoints-thin-if-i-can-activity-7404060172089954305-tfnY?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAB0q1vsBp4hULNTjGJX-vWVJ4DU-a38UXeY,2025-12-09T07:31:45.812Z,idea_legos_alexis,159.0,0.0,435.1,
"The worst kind of bug is the one that explodes 3 days after deployment.

This is the hidden danger of the standard Options Pattern in .NET.

You might bind your appsettings.json to a class, inject it, and everything looks fine. The app starts up perfectly.

But if a required API Key is missing? You won't know until a user triggers that specific feature, and the app crashes.

This is why ""Fail Fast"" is crucial for configuration.

If your config is invalid, your application should refuse to start. Period.

You can achieve this by extending the Options Pattern with IValidateOptions.

Instead of just binding data, you attach validation logic:

1. Define rules (e.g., ""ApiKey cannot be null"", ""RetryCount must be > 0"").
2. Register the validator.
3. If the config breaks the rules, the DI container throws an exception immediately at startup.

I took this a step further and integrated FluentValidation to make the rules cleaner and more expressive.

Here is the complete implementation code: https://lnkd.in/djz5Yfux

---
Sign up for the .NET Weekly with 75K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/dcvJmi7E",526.0,35.0,58,619.0,1.21,Investigator,AI/ML/Coding Tools,Industry Observation,List Post,Text-only,The worst kind of bug is the one that explodes 3 days after deployment.,"The worst kind of bug is the one that explodes 3 days after deployment.

This is the hidden danger of the standard Options Pattern in .NET.

You might","The worst kind of bug is the one that explodes 3 days after deployment.

This is the hidden danger of the standard Options Pattern in .NET.

You might",https://www.linkedin.com/posts/milan-jovanovic_hidden-danger-of-options-pattern-in-net-activity-7414931695226994688-_bTy?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACQtiwkB6kGZiEBy4_4SPa_ge0XcIUugnbw,2026-01-08T07:31:18.911Z,idea_legos_alexis,175.0,0.0,435.1,
"Are you accidentally crippling your EF Core queries?

Before you start bashing on EF, this is an SQL problem, not an EF problem.

But it can be problematic to find and fix with EF.

Understand the Cartesian Explosion problem and how it occurs in your queries.

I'll give you a practical solution using EF Core's query-splitting feature.

Here's the full story: https://lnkd.in/ezv5B48v

In future versions of EF, the split queries will be batched, which should significantly improve performance. 

---
Sign up for the .NET Weekly with 74K+ other engineers, and get a free Clean Architecture template: https://lnkd.in/eihaFihr",496.0,27.0,68,591.0,1.14,Teacher,Personal Growth,Framework/How-To,List Post,Text-only,Are you accidentally crippling your EF Core queries?,"Are you accidentally crippling your EF Core queries?

Before you start bashing on EF, this is an SQL problem, not an EF problem.

But it can be proble","Are you accidentally crippling your EF Core queries?

Before you start bashing on EF, this is an SQL problem, not an EF problem.

But it can be proble",https://www.linkedin.com/posts/milan-jovanovic_ef-query-splitting-activity-7397537002792882176-d490?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACrQoogBzcO6PdHYllCLqPsl2uMapGCOPVg,2025-11-21T07:31:01.057Z,idea_legos_alexis,188.0,0.0,435.1,
