full_text,likes,comments,shares,total_engagement,outlier_score,hook_type,topic,angle,structure,visual_format,first_line,hook_150,hook,url,date,_source,rank,followers,author_avg,source
"24 Good Resources to Learn Software Architecture in 2025

The resources can be divided into different types such as:

1 - Software Design Books
Some books that can help are DDIA, System Design Volume 1 & 2, Clean Architecture, Domain-Driven Design, and Software Architecture: the Hard Parts

2 - Tech Blogs and Newsletters
Read technical blogs by companies like Netflix, Uber, Meta, and Airbnb. Also, the ByteByteGo newsletter provides insights into software design every week.

3 - YouTube Channels and Architectural Resources
YouTube channels like MIT Distributed Systems, Goto Conferences, and ByteByteGo can help with software architecture and system design. Azure Architecture Center and AWS Architecture Blog are other important resources.

4 - WhitePapers
For deeper insights, read whitepapers like Facebook Memcache Scaling, Cassandra, Amazon DynamoDB, Kafka, and Google File System.

5 - Software Career Books
A Software Architect also needs to develop holistic skills. Books about software career aspects such as Pragmatic Programmer, The Software Architect Elevator, The Software Engineer's Guidebook, and Philosophy of Software Design can help.

Over to you: Which other resources will you add to the list?

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",3753.0,67.0,398,4218.0,2.28,Teacher,AI/ML/Coding Tools,Framework/How-To,List Post,Text-only,24 Good Resources to Learn Software Architecture in 2025,"24 Good Resources to Learn Software Architecture in 2025

The resources can be divided into different types such as:

1 - Software Design Books
Some b","24 Good Resources to Learn Software Architecture in 2025

The resources can be divided into different types such as:

1 - Software Design Books
Some b",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7382450109889851392-NDQM?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEDHVaQB7hlMCdQ52qeZy8YZGE7bT29Ss8g,2025-10-10T16:21:05.488Z,idea_legos_alexis,65,0,1648.6,
"12 Architectural Concepts Developers Should Know

1 - Load Balancing: Distributed incoming traffic across multiple servers to ensure no single node is overwhelmed.
2 - Caching: Stores frequently accessed data in memory to reduce latency.
3 - Content Delivery Network (CDN): Stores static assets across geographically distributed edge servers so users download content from the nearest location.
4 - Message Queue: Decouples components by letting producers enqueue messages that consumers process asynchronously.
5 - Publish-Subscribe: Enables multiple consumers to receive messages from a topic.
6 - API Gateway: Acts as a single entry point for client requests, handling routing, authentication, rate limiting, and protocol translation.
7 - Circuit Breaker: Monitors downstream service calls and stops attempts when failures exceed a threshold.
8 - Service Discovery: Automatically tracks available service instances so components can locate and communicate with each other dynamically.
9 - Sharding: Splits large datasets across multiple nodes based on a specific shard key.
10 - Rate Limiting: Controls the number of requests a client can make in a given time window to protect services from overload.
11 - Consistent Hashing: Distributes data across nodes in a way that minimizes reorganization when nodes join or leave.
12 - Auto Scaling: Automatically adds or removes compute resources based on defined metrics.

Over to you: Which architectural concept will you add to the list?

--
Subscribe to our weekly newsletter to get a Free System Design PDF (158 pages): https://lnkd.in/g9wAgcke

#systemdesign #coding #interviewtips 
.",3365.0,52.0,602,4019.0,2.04,Magician,Productivity,Contrast/But,List Post,Text-only,12 Architectural Concepts Developers Should Know,"12 Architectural Concepts Developers Should Know

1 - Load Balancing: Distributed incoming traffic across multiple servers to ensure no single node is","12 Architectural Concepts Developers Should Know

1 - Load Balancing: Distributed incoming traffic across multiple servers to ensure no single node is",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7415080280257953792-04wT?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEDCCCcBm142lrLnzXR5EA6jeVT4I0tEesA,2026-01-08T17:21:44.343Z,idea_legos_alexis,77,0,1648.6,
"How to Design Good APIs

A well-designed API feels invisible, it just works. Behind that simplicity lies a set of consistent design principles that make APIs predictable, secure, and scalable.

Here's what separates good APIs from terrible ones:

- Idempotency: GET, HEAD, PUT, and DELETE should be idempotent. Send the same request twice, get the same result. No unintended side effects. POST and PATCH are not idempotent. Each call creates a new resource or modifies the state differently.

Use idempotency keys stored in Redis or your database. Client sends the same key with retries, server recognizes it and returns the original response instead of processing again.

- Versioning

- Noun-based resource names: Resources should be nouns, not verbs. “/api/products”, not “/api/getProducts”.

- Security: Secure every endpoint with proper authentication. Bearer tokens (like JWTs) include a header, payload, and signature to validate requests. Always use HTTPS and verify tokens on every call.

- Pagination: When returning large datasets, use pagination parameters like “?limit=10&offset=20” to keep responses efficient and consistent.

Over to you: What’s the most common API design mistake you’ve seen, and how would you fix it?

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",3227.0,75.0,542,3844.0,1.96,Teacher,System Design,Personal Experience,List Post,Text-only,How to Design Good APIs,"How to Design Good APIs

A well-designed API feels invisible, it just works. Behind that simplicity lies a set of consistent design principles that ma","How to Design Good APIs

A well-designed API feels invisible, it just works. Behind that simplicity lies a set of consistent design principles that ma",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7393690294581350400-RRK9?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADnKMZ4B-Oiq1O1Fnt-hGSFzUxSfAsmfsnI,2025-11-10T16:45:34.351Z,idea_legos_alexis,87,0,1648.6,
"How to learn payment systems? 
.
.

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",3316.0,32.0,234,3582.0,2.01,Teacher,Engineering Career,Framework/How-To,List Post,Text-only,How to learn payment systems?,"How to learn payment systems? 
.
.

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine ","How to learn payment systems? 
.
.

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine ",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7387520146308825088-yMSh?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABmkfQwBdcd2N4mdCYhNad7ezx_lBw3r6yI,2025-10-24T16:07:36.367Z,idea_legos_alexis,79,0,1648.6,
"Explaining 9 types of API testing. 
 
🔹 Smoke Testing 
This is done after API development is complete. Simply validate if the APIs are working and nothing breaks. 
 
🔹 Functional Testing 
This creates a test plan based on the functional requirements and compares the results with the expected results. 
 
🔹 Integration Testing 
This test combines several API calls to perform end-to-end tests. The intra-service communications and data transmissions are tested. 
 
🔹 Regression Testing 
This test ensures that bug fixes or new features shouldn’t break the existing behaviors of APIs. 
 
🔹 Load Testing 
This tests applications’ performance by simulating different loads. Then we can calculate the capacity of the application. 
 
🔹 Stress Testing 
We deliberately create high loads to the APIs and test if the APIs are able to function normally. 
 
🔹 Security Testing 
This tests the APIs against all possible external threats. 
 
🔹 UI Testing 
This tests the UI interactions with the APIs to make sure the data can be displayed properly. 
 
🔹 Fuzz Testing 
This injects invalid or unexpected input data into the API and tries to crash the API. In this way, it identifies the API vulnerabilities. 

--
We just launched Become an AI Engineer | Learn by Doing: Cohort 2. If you missed Cohort 1, now’s your chance to join us for Cohort 2.

Check it out here: https://bit.ly/3LdaWuw

#AI #AIEngineer #MachineLearning 
.",2634.0,46.0,448,3128.0,1.6,Experimenter,AI/ML/Coding Tools,Personal Experience,List Post,Text-only,Explaining 9 types of API testing.,"Explaining 9 types of API testing. 
 
🔹 Smoke Testing 
This is done after API development is complete. Simply validate if the APIs are working and not","Explaining 9 types of API testing. 
 
🔹 Smoke Testing 
This is done after API development is complete. Simply validate if the APIs are working and not",https://www.linkedin.com/posts/alexxubyte_ai-aiengineer-machinelearning-activity-7390413667957309440-y6TW?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADwrDL4BPgsl7e_bv0m37s91EFOD8vdaNQQ,2025-11-01T15:45:25.687Z,idea_legos_alexis,114,0,1648.6,
"How to Learn AWS?

AWS is one of the most popular cloud platforms. When AWS goes down, a large part of the Internet goes down.
 
Here’s a learning map that can help you master AWS:

1 - AWS Fundamentals
This includes topics like “What is AWS?”, Global Infrastructure, AWS Billing, Management, and IAM basics.
2 - Core Compute, Storage & Networking
This includes compute services like EC2, Lambda, ECS, EKS, Storage Services (such as S3, EBS, EFS, Glacier), and Networking Services (such as VPC, ELB, Route 53).
3 - Databases and Data Services
This includes topics like Relational Databases (RDS MySQL and PostgreSQL), NoSQL, and In-Memory Databases like ElastiCache (Redis and Memcached).
4 - Security, Identity & Compliance
Consists of topics like IAM Deep Dive, Encryption (KMS, S3 SSE), Security Tools, VPC Security Groups, and Compliance-related tools for HIPAA, SOC, and GDPR.
5 - DevOps, Monitoring & Automation
This includes topics like DevOps Tools (CodeCommit, CodeBuild, CodePipeline), Infrastructure as Code, CI/CD Pipelines, Monitoring Tools (CloudWatch, CloudTrail), and Cost Management and Billing Dashboard
6 - Learning Paths and Certifications
Consists of topics like AWS Learning Resources, such as Skill Builder and documentation, and certification paths such as Cloud Practitioner, Solutions Architect Associate, Developer Associate, SysOps, and DevOps Engineer.

Over to you: What else will you add to the list for learning AWS?

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",2655.0,49.0,409,3113.0,1.61,Teacher,Engineering Leadership,Framework/How-To,List Post,Text-only,How to Learn AWS?,"How to Learn AWS?

AWS is one of the most popular cloud platforms. When AWS goes down, a large part of the Internet goes down.
 
Here’s a learning map","How to Learn AWS?

AWS is one of the most popular cloud platforms. When AWS goes down, a large part of the Internet goes down.
 
Here’s a learning map",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7394052627371601921-BwKb?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADnKMZ4B-Oiq1O1Fnt-hGSFzUxSfAsmfsnI,2025-11-11T16:45:21.220Z,idea_legos_alexis,113,0,1648.6,
"The AI Agent Tech Stack

1. Foundation Models: Large-scale pre-trained language models that serve as the “brains” of AI agents, enabling capabilities like reasoning, text generation, coding, and question answering.
2. Data Storage: This layer handles vector databases and memory storage systems used by AI agents to store and retrieve context, embeddings, or documents.
3. Agent Development Frameworks: These frameworks help developers build, orchestrate, and manage multi-step AI agents and their workflows.
4. Observability: This category enables monitoring, debugging, and logging of AI agent behavior and performance in real-time.
5. Tool Execution: These platforms allow AI agents to interface with real-world tools (for example, APIs, browsers, external systems) to complete complex tasks.
6. Memory Management: These systems manage long-term and short-term memory for agents, helping them retain useful context and learn from past interactions.

Over to you: What else will you add to the list?

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",2585.0,56.0,382,3023.0,1.57,Fortune Teller,AI/ML/Coding Tools,Personal Experience,List Post,Text-only,The AI Agent Tech Stack,"The AI Agent Tech Stack

1. Foundation Models: Large-scale pre-trained language models that serve as the “brains” of AI agents, enabling capabilities ","The AI Agent Tech Stack

1. Foundation Models: Large-scale pre-trained language models that serve as the “brains” of AI agents, enabling capabilities ",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7394777386057224193-ItNQ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADnKMZ4B-Oiq1O1Fnt-hGSFzUxSfAsmfsnI,2025-11-13T16:45:17.156Z,idea_legos_alexis,115,0,1648.6,
"Big Data Pipeline Cheatsheet for AWS, Azure, and Google Cloud

Each platform offers a comprehensive suite of services that cover the entire lifecycle:

1 - Ingestion: Collecting data from various sources
2 - Data Lake: Storing raw data
3 - Computation: Processing and analyzing data
4 - Data Warehouse: Storing structured data
5 - Presentation: Visualizing and reporting insights

AWS uses services like Kinesis for data streaming, S3 for storage, EMR for processing, RedShift for warehousing, and QuickSight for visualization.

Azure’s pipeline includes Event Hubs for ingestion, Data Lake Store for storage, Databricks for processing, Cosmos DB for warehousing, and Power BI for presentation.

GCP offers PubSub for data streaming, Cloud Storage for data lakes, DataProc and DataFlow for processing, BigQuery for warehousing, and Data Studio for visualization.

Over to you: What else would you add to the pipeline?

--
LAST DAY to enroll in Become an AI Engineer Learn by Doing, Cohort 2. If you missed Cohort 1, now is your chance to join us in Cohort 2.

Check it out here: https://bit.ly/3LdaWuw

#AI #AIEngineer #MachineLearning 
.",2537.0,40.0,378,2955.0,1.54,Teacher,Productivity,Framework/How-To,List Post,Text-only,"Big Data Pipeline Cheatsheet for AWS, Azure, and Google Cloud","Big Data Pipeline Cheatsheet for AWS, Azure, and Google Cloud

Each platform offers a comprehensive suite of services that cover the entire lifecycle:","Big Data Pipeline Cheatsheet for AWS, Azure, and Google Cloud

Each platform offers a comprehensive suite of services that cover the entire lifecycle:",https://www.linkedin.com/posts/alexxubyte_ai-aiengineer-machinelearning-activity-7392963886032777216-k9at?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADnKMZ4B-Oiq1O1Fnt-hGSFzUxSfAsmfsnI,2025-11-08T16:39:05.057Z,idea_legos_alexis,119,0,1648.6,
"Things Every Developer Should Know: Concurrency is 𝐍𝐎𝐓 parallelism.
.
.
In system design, it is important to understand the difference between concurrency and parallelism. 

As Rob Pyke(one of the creators of GoLang) stated:“ Concurrency is about 𝐝𝐞𝐚𝐥𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 lots of things at once. Parallelism is about 𝐝𝐨𝐢𝐧𝐠 lots of things at once."" This distinction emphasizes that concurrency is more about the 𝐝𝐞𝐬𝐢𝐠𝐧 of a program, while parallelism is about the 𝐞𝐱𝐞𝐜𝐮𝐭𝐢𝐨𝐧. 

Concurrency is about dealing with multiple things at once. It involves structuring a program to handle multiple tasks simultaneously, where the tasks can start, run, and complete in overlapping time periods, but not necessarily at the same instant. 

Concurrency is about the composition of independently executing processes and describes a program's ability to manage multiple tasks by making progress on them without necessarily completing one before it starts another.

Parallelism, on the other hand, refers to the simultaneous execution of multiple computations. It is the technique of running two or more tasks or computations at the same time, utilizing multiple processors or cores within a computer to perform several operations concurrently. Parallelism requires hardware with multiple processing units, and its primary goal is to increase the throughput and computational speed of a system.

In practical terms, concurrency enables a program to remain responsive to input, perform background tasks, and handle multiple operations in a seemingly simultaneous manner, even on a single-core processor. It's particularly useful in I/O-bound and high-latency operations where programs need to wait for external events, such as file, network, or user interactions.

Parallelism, with its ability to perform multiple operations at the same time, is crucial in CPU-bound tasks where computational speed and throughput are the bottlenecks. Applications that require heavy mathematical computations, data analysis, image processing, and real-time processing can significantly benefit from parallel execution.

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",2578.0,64.0,299,2941.0,1.56,Teacher,System Design,Framework/How-To,List Post,Text-only,Things Every Developer Should Know: Concurrency is 𝐍𝐎𝐓 parallelism.,"Things Every Developer Should Know: Concurrency is 𝐍𝐎𝐓 parallelism.
.
.
In system design, it is important to understand the difference between concurr","Things Every Developer Should Know: Concurrency is 𝐍𝐎𝐓 parallelism.
.
.
In system design, it is important to understand the difference between concurr",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7397664946857345024-UPNU?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFExDSABRCfDps2vz8BwL3pcxWzy6fiDV8g,2025-11-21T15:59:25.299Z,idea_legos_alexis,117,0,1648.6,
"How to Debug a Slow API?

Your API is slow. Users are complaining. And you have no idea where to start looking. Here is the systematic approach to track down what is killing your API.

Start with the network: High latency? Throw a CDN in front of your static assets. Large payloads? Compress your responses. These are quick wins that don't require touching code.

Check your backend code next: This is where most slowdowns hide. CPU-heavy operations should run in the background. Complicated business logic that needs simplification. Blocking synchronous calls that should be async. Profile it, find the hot paths, fix them.

Check the database: Missing indexes are the classic culprit. Also watch for N+1 queries, where you are hammering the database hundreds of times when one batch query would do.

Don't forget external APIs: That Stripe call, that Google Maps request, they are outside your control. Make parallel calls where you can. Set aggressive timeouts and retries so one slow third-party doesn't tank your whole response.

Finally, check your infrastructure: Maxed-out servers need auto-scaling. Connection pool limits need tuning. Sometimes the problem isn't your code at all, it’s that you are trying to serve 10,000 requests with resources built for 100.

The key is being methodical. Don't just throw solutions at the wall. Measure first, identify the actual bottleneck, then fix it.

Over to you: What is the weirdest performance issue you have tracked down? 

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",2335.0,43.0,355,2733.0,1.42,Teacher,AI/ML/Coding Tools,Personal Experience,List Post,Text-only,How to Debug a Slow API?,"How to Debug a Slow API?

Your API is slow. Users are complaining. And you have no idea where to start looking. Here is the systematic approach to tra","How to Debug a Slow API?

Your API is slow. Users are complaining. And you have no idea where to start looking. Here is the systematic approach to tra",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7386429410461057026-GESe?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABmkfQwBdcd2N4mdCYhNad7ezx_lBw3r6yI,2025-10-21T15:53:24.676Z,idea_legos_alexis,136,0,1648.6,
"5 REST API Authentication Methods

1. Basic Authentication: Clients include a Base64-encoded username and password in every request header, which is simple but insecure since credentials are transmitted in plaintext. Useful in quick prototypes or internal services over secure networks.
2. Session Authentication: After login, the server creates a session record and issues a cookie. Subsequent requests send that cookie so the server can validate user state. Used in traditional web-apps.
3. Token Authentication: Clients authenticate once to receive a signed token, then present the token on each request for stateless authentication. Used in single-page applications and modern APIs that require scalable, stateless authentication.
4. OAuth-Based Authentication: Clients obtain an access token via an authorization grant from an OAuth provider, then use that token to call resource servers on the user’s behalf. Used in cases of third-party integrations or apps that need delegated access to user data.
5. API Key Authentication: Clients present a predefined key (often in headers or query strings) with each request. The server verifies the key to authorize access. Used in service-to-service or machine-to-machine APIs where simple credential checks are sufficient.

Over to you: Which other API Authentication method have you seen?

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",2223.0,47.0,388,2658.0,1.35,Teacher,AI/ML/Coding Tools,Contrast/But,List Post,Text-only,5 REST API Authentication Methods,"5 REST API Authentication Methods

1. Basic Authentication: Clients include a Base64-encoded username and password in every request header, which is s","5 REST API Authentication Methods

1. Basic Authentication: Clients include a Base64-encoded username and password in every request header, which is s",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7399488419904790528-VumA?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFExDSABRCfDps2vz8BwL3pcxWzy6fiDV8g,2025-11-26T16:45:15.152Z,idea_legos_alexis,151,0,1648.6,
"How DNS Works

You type a domain name and hit enter, but what actually happens before that webpage loads is more complex than most people realize. DNS is the phonebook of the internet, and every request you make triggers a chain of lookups across multiple servers. 

Step 1: Someone types bytebytego. com into their browser and presses enter. 

Step 2: Before doing anything, the browser looks for a cached IP address. Operating system cache gets checked too. 

Step 3: Cache miss triggers a DNS query. The browser sends a query to the configured DNS resolver, usually provided by your ISP or a service like Google DNS or Cloudflare.

Step 4: Resolver checks its own cache. 

Step 5-6: If the resolver doesn't have the answer cached, it asks the root servers, “Where can I find .com?” For bytebytego. com, the root server responds with the address of the .com TLD name server. 

Step 7-8: Resolver queries the .com TLD server. TLD server returns the authoritative server address. 

Step 9-10: This server has the actual A/AAAA record mapping the domain to an IP address. The resolver finally gets the answer: 172. 67. 21. 11 for bytebytego. com.

Step 11-12: The IP gets cached at the resolver level for future lookups, and returned to the browser.

Step 13-14: The browser stores this for its own future use, and uses the IP to make the actual HTTP request. 

Step 15: The web server returns the requested content.

All this happens in milliseconds, before your first page even starts loading.

Over to you: Which DNS tools or commands do you rely on most, dig, nslookup, or something else?

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://lnkd.in/euwKh6u8

#systemdesign #coding #interviewtips 
.",2172.0,46.0,325,2543.0,1.32,Contrarian,AI/ML/Coding Tools,Contrast/But,List Post,Text-only,How DNS Works,"How DNS Works

You type a domain name and hit enter, but what actually happens before that webpage loads is more complex than most people realize. DNS","How DNS Works

You type a domain name and hit enter, but what actually happens before that webpage loads is more complex than most people realize. DNS",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7405288702643437568-qgYK?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEFs0N4BjmHKIMYKDQqtQLKHHg9KmFzH-ig,2025-12-12T16:53:30.321Z,idea_legos_alexis,158,0,1648.6,
"How LLMs See the World

When you type ""Hello world"" into ChatGPT or Claude, the model isn't processing those letters and spaces like you're reading this post right now. It's converting everything into numbers through a process most people never think about.

Preprocessing comes first. Text gets normalized. Unicode characters, spacing quirks, and special symbols, they all get cleaned up and standardized. ""Hello world"" becomes a consistent format that the model can actually work with.

Then comes tokenization. This is where things get interesting. The model splits text into tokens, and there are different approaches.

1 - Character-based tokenization breaks everything down to individual characters. ""Hello world"" becomes [""H"", ""e"", ""l"", ""l"", ""o"", "" "", ""w"", ""o"", ""r"", ""l"", ""d""]. Simple but inefficient.

2 - Word-based splits on whole words. [""Hello"", ""world""]. Cleaner but struggles with rare words and creates massive vocabularies.

3 - Subword-based is what modern LLMs actually use. GPT, Gemini, Claude, they all rely on this. ""Hello world"" becomes something like [""Hell"", ""o"", ""world""]. It balances efficiency with flexibility, handling rare words by breaking them into known subword pieces.

The final step is Token IDs. Those subwords get mapped to numbers like [15496, 345, 995]. Each token ID corresponds to an embedding vector inside the model. That's what the neural network actually processes.

Over to you: Why do some models handle code better than natural language? Is it the tokenizer?

--
We just launched the all-in-one tech interview prep platform, covering coding, system design, OOD, and machine learning.

Launch sale: 50% off. Check it out: https://bit.ly/bbg-yt

#systemdesign #coding #interviewtips 
.",2197.0,47.0,295,2539.0,1.33,Contrarian,AI/ML/Coding Tools,Against Common Wisdom,List Post,Text-only,How LLMs See the World,"How LLMs See the World

When you type ""Hello world"" into ChatGPT or Claude, the model isn't processing those letters and spaces like you're reading th","How LLMs See the World

When you type ""Hello world"" into ChatGPT or Claude, the model isn't processing those letters and spaces like you're reading th",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7387154108807557120-koZj?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABmkfQwBdcd2N4mdCYhNad7ezx_lBw3r6yI,2025-10-23T15:53:06.226Z,idea_legos_alexis,155,0,1648.6,
"Top Developer Tools You Can Use in 2026

1 - Code Editors & IDEs: These tools help developers write, edit, and debug code with greater efficiency. Examples are Visual Code, IntelliJ IDEA, PyCharm, Cursor, Eclipse, etc.
2 - Version Control Systems: Track code changes over time and enable collaboration between team members. Examples are Git, GitHub, Gitlab, Bitbucket, AWS Code Commit, etc.
3 - Testing Tools: Help ensure that code behaves as expected by identifying bugs before they reach production. Examples are JUnit, Selenium, Playwright, Cypress, etc.
4 - CI/CD Tools: They help automate the process of building and deploying code to speed up delivery. Examples are Jenkins, GitHub Actions, Circle CI, Travis CI, and Code Pipeline.
5 - Containerization and Orchestration: Helps package applications and their dependencies into containers to make sure they run across environments in a consistent manner. Examples are Docker, Kubernetes, Podman, Containerd, Rancher, etc.
6 - Project Management Tools: Helps the development teams plan, organize, and track the development of tasks. Examples are JIRA, Asana, Trello, ClickUp, Notion, etc.
7 - API Testing Tools: They help test and validate APIs to ensure stable communication between services and with external consumers. Examples are Postman, Swagger, Hopscotch, Insomnia, etc.
8 - AI-Powered Developer Tools: They are mainly used to boost developer productivity with code suggestions, error detection, and automated code generation. Examples are ChatGPT, Claude Code, Cursor, Copilot, Qodo, etc.

Over to you: Which other tools have you used?

--
Subscribe to our weekly newsletter to get a Free System Design PDF (158 pages): https://lnkd.in/g9wAgcke

#systemdesign #coding #interviewtips 
.",1978.0,42.0,261,2281.0,1.2,Teacher,Engineering Leadership,Framework/How-To,List Post,Text-only,Top Developer Tools You Can Use in 2026,"Top Developer Tools You Can Use in 2026

1 - Code Editors & IDEs: These tools help developers write, edit, and debug code with greater efficiency. Exa","Top Developer Tools You Can Use in 2026

1 - Code Editors & IDEs: These tools help developers write, edit, and debug code with greater efficiency. Exa",https://www.linkedin.com/posts/alexxubyte_systemdesign-coding-interviewtips-activity-7414714231758962688-IMRX?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEDCCCcBm142lrLnzXR5EA6jeVT4I0tEesA,2026-01-07T17:07:11.580Z,idea_legos_alexis,176,0,1648.6,
"Top 5 common ways to improve API performance.

Result Pagination: 
This method is used to optimize large result sets by streaming them back to the client, enhancing service responsiveness and user experience.

Asynchronous Logging: 
This approach involves sending logs to a lock-free buffer and returning immediately, rather than dealing with the disk on every call. Logs are periodically flushed to the disk, significantly reducing I/O overhead.

Data Caching: 
Frequently accessed data can be stored in a cache to speed up retrieval. Clients check the cache before querying the database, with data storage solutions like Redis offering faster access due to in-memory storage.

Payload Compression: 
To reduce data transmission time, requests and responses can be compressed (e.g., using gzip), making the upload and download processes quicker.

Connection Pooling: 
This technique involves using a pool of open connections to manage database interaction, which reduces the overhead associated with opening and closing connections each time data needs to be loaded. The pool manages the lifecycle of connections for efficient resource use.

Over to you: What other ways do you use to improve API performance?

--
We just launched Become an AI Engineer | Learn by Doing: Cohort 2. If you missed Cohort 1, now’s your chance to join us for Cohort 2.

Check it out here: https://bit.ly/3LfXki3

#AI #AIEngineer #MachineLearning 
.",1924.0,46.0,286,2256.0,1.17,Teacher,System Design,Personal Experience,List Post,Text-only,Top 5 common ways to improve API performance.,"Top 5 common ways to improve API performance.

Result Pagination: 
This method is used to optimize large result sets by streaming them back to the cli","Top 5 common ways to improve API performance.

Result Pagination: 
This method is used to optimize large result sets by streaming them back to the cli",https://www.linkedin.com/posts/alexxubyte_ai-aiengineer-machinelearning-activity-7390794373992509440-Czkq?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADwrDL4BPgsl7e_bv0m37s91EFOD8vdaNQQ,2025-11-02T16:58:13.079Z,idea_legos_alexis,182,0,1648.6,
