full_text,likes,comments,shares,total_engagement,outlier_score,hook_type,topic,angle,structure,visual_format,first_line,hook_150,hook,url,date,_source,rank,followers,author_avg,source
"We designed a campaign on stage, live, with only ChatGPT and a microphone... here's how...

First off, thank you to Guillaume Jacquet for having Doug Bell and I at RevStar Summit in Montreal... I have never seen an audience SO engaged. 

On stage we picked a brand randomly and we basically began with only one question...

""With unlimited time and perfect information, what would you send to your prospects that would be independently valuable to them"" --> this is PVP

Not only did we land with with JUST ChatGPT, but we actually found real leads for them on stage.

We've never experience an event that has this much electricity to it and it was awesome to be able to Cannonball live!

I now get to explore Montreal for the weekend too... any suggestions?",144.0,16.0,0,160.0,2.72,Teacher,GTM/Sales,Framework/How-To,Observation/Opinion,Text-only,"We designed a campaign on stage, live, with only ChatGPT and a microphone... here's how...","We designed a campaign on stage, live, with only ChatGPT and a microphone... here's how...

First off, thank you to Guillaume Jacquet for having Doug ","We designed a campaign on stage, live, with only ChatGPT and a microphone... here's how...

First off, thank you to Guillaume Jacquet for having Doug ",https://www.linkedin.com/posts/jordancrawford_we-designed-a-campaign-on-stage-live-with-activity-7390116275118800896-f1Xr?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAETfp90Bp8z87J9S2JZUOFkUrgejl3ypNlg,2025-10-31T20:03:41.709Z,idea_legos_nacho,21,0,53.0,
"Screenshots of viral LinkedIn templates book me 100 meetings a minute… and I don’t even have to do the work… follow for more self-congratulations…

P.S. Love you Eric Lay",109.0,48.0,1,158.0,2.06,Teacher,GTM/Sales,Framework/How-To,Short Punch,Text-only,Screenshots of viral LinkedIn templates book me 100 meetings a minute… and I don’t even have to do t,"Screenshots of viral LinkedIn templates book me 100 meetings a minute… and I don’t even have to do the work… follow for more self-congratulations…

P.","Screenshots of viral LinkedIn templates book me 100 meetings a minute… and I don’t even have to do the work… follow for more self-congratulations…

P.",https://www.linkedin.com/posts/jordancrawford_screenshots-of-viral-linkedin-templates-book-activity-7397036949187850240-prB5?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEPLVB8BjK8i7C_59z_zkiamiJYzSeuohxk,2025-11-19T22:23:58.987Z,idea_legos_nacho,34,0,53.0,
Dear LinkedIn what you think is automation is just me using your product more. Don’t punish me for this.,104.0,41.0,1,146.0,1.96,Teacher,AI/Automation,Framework/How-To,Short Punch,Text-only,Dear LinkedIn what you think is automation is just me using your product more. Don’t punish me for t,Dear LinkedIn what you think is automation is just me using your product more. Don’t punish me for this.,Dear LinkedIn what you think is automation is just me using your product more. Don’t punish me for this.,https://www.linkedin.com/posts/jordancrawford_dear-linkedin-what-you-think-is-automation-activity-7403190656153931776-8EdZ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACMGb3oBRaMXx5ky1s8XlW5ehBwhaT5lQhE,2025-12-06T21:56:37.058Z,idea_legos_nacho,37,0,53.0,
HOT TAKE: You are derranged if you like your own posts / comments.,85.0,58.0,0,143.0,1.6,Contrarian,GTM/Sales,Against Common Wisdom,Short Punch,Text-only,HOT TAKE: You are derranged if you like your own posts / comments.,HOT TAKE: You are derranged if you like your own posts / comments.,HOT TAKE: You are derranged if you like your own posts / comments.,https://www.linkedin.com/posts/jordancrawford_hot-take-you-are-derranged-if-you-like-your-activity-7392332959015424000-9C8_?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADs6jaABL787bQYRhLjcBo2NCXWQ0-9LROE,2025-11-06T22:52:00.334Z,idea_legos_nacho,54,0,53.0,
"Dear friends, I’m an addict. Now let me teach you how to get high…


So I guess to more than double your followers in one year all you must do is post exactly once a day including weekends and…

MAKE SIX THOUSAND COMMENTS.

And Doug Bell was my number one buddy, which makes sense because we do Cannonball GTM together (a top 40 business Substack). New episodes return in Jan! 

To get your toxic journey started with comments…

Comment “addiction” below and I’ll send you a DM that basically reminds you to LIVE YOUR LIFE and get off LinkedIn.

But also, thanks for the follow. Look for more deranged comments in 2025… and don’t say I didn’t warn you.",84.0,42.0,0,126.0,1.59,Teacher,GTM/Sales,Framework/How-To,Observation/Opinion,Text-only,"Dear friends, I’m an addict. Now let me teach you how to get high…","Dear friends, I’m an addict. Now let me teach you how to get high…


So I guess to more than double your followers in one year all you must do is post","Dear friends, I’m an addict. Now let me teach you how to get high…


So I guess to more than double your followers in one year all you must do is post",https://www.linkedin.com/posts/jordancrawford_dear-friends-im-an-addict-now-let-me-teach-activity-7407093597897916416-fk9S?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFgjPbUBezTI8Hq3YZEHPDYXMhtl4HhVFkU,2025-12-17T16:25:30.883Z,idea_legos_nacho,55,0,53.0,
"I’m doing 90% of my GTM Engineering by myself in Claude Code now and here’s how…

Thanks for being my unofficial studio sponsor, Waymo",93.0,31.0,0,124.0,1.76,Teacher,GTM/Sales,Data/Numbers,Short Punch,Text-only,I’m doing 90% of my GTM Engineering by myself in Claude Code now and here’s how…,"I’m doing 90% of my GTM Engineering by myself in Claude Code now and here’s how…

Thanks for being my unofficial studio sponsor, Waymo","I’m doing 90% of my GTM Engineering by myself in Claude Code now and here’s how…

Thanks for being my unofficial studio sponsor, Waymo",https://www.linkedin.com/posts/jordancrawford_im-doing-90-of-my-gtm-engineering-by-myself-activity-7402191915938684929-mDfu?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEbZhlwBWvfv4eRw30Gb6YfF6H6xNv9ohdk,2025-12-04T03:47:58.835Z,idea_legos_nacho,45,0,53.0,
"No one knows this about me, but I am in multiple marriages…

Hard to admit here publicly but,

For HBO Max, I am married to Tom Genoni 

For Spoity, I am on my ex’s plan as a Duo

Netflix, I’m single as hell. It’s rough. I used to be married to Aaron Kirk Douglas until Netflix didn’t like that I was living in SF not Portland.. 

Apple iCloud I support one other person.

For Disney+, I used to support like 10 other people, but I canceled so divorced them all pretty quickly.

How many software marriages are you in and are you the provider or the provided-for…

Tag your software husband/wife below and let me know the relationship dynamics!",81.0,33.0,0,114.0,1.53,Teacher,Pricing/Monetization,Contrast/But,Observation/Opinion,Text-only,"No one knows this about me, but I am in multiple marriages…","No one knows this about me, but I am in multiple marriages…

Hard to admit here publicly but,

For HBO Max, I am married to Tom Genoni 

For Spoity, I","No one knows this about me, but I am in multiple marriages…

Hard to admit here publicly but,

For HBO Max, I am married to Tom Genoni 

For Spoity, I",https://www.linkedin.com/posts/jordancrawford_no-one-knows-this-about-me-but-i-am-in-multiple-activity-7395965462322479104-5CdI?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACqRF94B9TvM9f-BCXT--XyBrhkxvy6s_7c,2025-11-16T23:26:16.611Z,idea_legos_nacho,60,0,53.0,
"Today I am ??finishing?? my AutoClaygent tool for Clay AI Agents... so you never have to click in Clay again to get GREAT AI agents...

This will be part of my next course... this course will be MUCH more tool based... here's what this tool will do...

One of the things I found myself doing a LOT in clay is copying and pasting, and I was sick and tired of being a copy and paste monkey.

What I wanted was this exact process (which DOESN'T need to involve me)...

1. Interview customer as to what they want (this is me)
2. Have customer act as the AI agent and do the work manually for 50 rows
3. Capture their process + NAMED categories (e.g. how they classify things)
4. Turn it into an AI agent 
5. Have that agent judged by their context.
6. Have AI evaluate #5 and rewrite #4.

The course will be $499 I have decided and it will replace Agent 7 (which is STILL useful and STILL good, there's just a way to do it automatically).

I loved the price of Agent 7 at $299 and my other course on PVP and PQS is a seminal work at $999. But both sold about $100k each, so I want to both price maximize WHILE having more people experience my work.

You will also be required to have a $100/mo Claude Code subscription (it's just that good). So I'll be clear about that, too. You -MIGHT- need the $200/mo thing, but I don't think so.

If you want to be notified when it launches, comment below with what you want to learn!

My hope is that you too can vibe like I vibe making stuff in 2026, which is more about distilling and automating knowledge and not clicking and managing fragile workflows.",74.0,38.0,0,112.0,1.4,Fortune Teller,AI/Automation,Personal Experience,List Post,Text-only,Today I am ??finishing?? my AutoClaygent tool for Clay AI Agents... so you never have to click in Cl,"Today I am ??finishing?? my AutoClaygent tool for Clay AI Agents... so you never have to click in Clay again to get GREAT AI agents...

This will be p","Today I am ??finishing?? my AutoClaygent tool for Clay AI Agents... so you never have to click in Clay again to get GREAT AI agents...

This will be p",https://www.linkedin.com/posts/jordancrawford_today-i-am-finishing-my-autoclaygent-activity-7413310917406437376-Hdzi?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADw0mRYBSQhH_XZIMc99PusHGtWd6FiGizw,2026-01-03T20:10:55.366Z,idea_legos_nacho,79,0,53.0,
"Bro is playing the LONNNNNG GAME! 
I’m a “very hot lead” in bro’s CRM.",79.0,29.0,0,108.0,1.49,Teacher,GTM/Sales,Framework/How-To,Short Punch,Text-only,Bro is playing the LONNNNNG GAME!,"Bro is playing the LONNNNNG GAME! 
I’m a “very hot lead” in bro’s CRM.","Bro is playing the LONNNNNG GAME! 
I’m a “very hot lead” in bro’s CRM.",https://www.linkedin.com/posts/jordancrawford_bro-is-playing-the-lonnnnng-game-im-a-activity-7399488829189177344-RXnt?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEPLVB8BjK8i7C_59z_zkiamiJYzSeuohxk,2025-11-26T16:46:52.733Z,idea_legos_nacho,66,0,53.0,
Sales teams: NEVER BUY A SIGNALS PRODUCT. Here’s why AI destroys that…,75.0,29.0,1,105.0,1.42,Teacher,GTM/Sales,Framework/How-To,Short Punch,Text-only,Sales teams: NEVER BUY A SIGNALS PRODUCT. Here’s why AI destroys that…,Sales teams: NEVER BUY A SIGNALS PRODUCT. Here’s why AI destroys that…,Sales teams: NEVER BUY A SIGNALS PRODUCT. Here’s why AI destroys that…,https://www.linkedin.com/posts/jordancrawford_sales-teams-never-buy-a-signals-product-activity-7404956413636182016-A1iJ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACMGb3oBRaMXx5ky1s8XlW5ehBwhaT5lQhE,2025-12-11T18:53:06.448Z,idea_legos_nacho,74,0,53.0,
"I pay $200/month and it's ALMOST not enough... the best time of my week is when my Anthropic weekly limit resets so my VIBING MAY CONTINUE.

If you're not using Claude Code, now is the time.",73.0,32.0,0,105.0,1.38,Teacher,AI/Automation,Data/Numbers,Short Punch,Text-only,I pay $200/month and it's ALMOST not enough... the best time of my week is when my Anthropic weekly ,"I pay $200/month and it's ALMOST not enough... the best time of my week is when my Anthropic weekly limit resets so my VIBING MAY CONTINUE.

If you're","I pay $200/month and it's ALMOST not enough... the best time of my week is when my Anthropic weekly limit resets so my VIBING MAY CONTINUE.

If you're",https://www.linkedin.com/posts/jordancrawford_i-pay-200month-and-its-almost-not-enough-activity-7406411348743454720-NTmA?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFgjPbUBezTI8Hq3YZEHPDYXMhtl4HhVFkU,2025-12-15T19:14:30.009Z,idea_legos_nacho,81,0,53.0,
"Today everyone is invited to watch me GTM Engineer, hands free in Claude Code. If you’re free, I’m livestream the entire thing today… 

⬇️ comment below ⬇️ to get the link DM’d…

Session will start in like an hour I think.

Session reply will be available to Cannonball GTM subscribers. 

Live is open to everyone.

EDIT: CONCLUDED!! Catch the full recording on Cannonball later!",65.0,40.0,0,105.0,1.23,Teacher,GTM/Sales,Framework/How-To,Observation/Opinion,Text-only,"Today everyone is invited to watch me GTM Engineer, hands free in Claude Code. If you’re free, I’m l","Today everyone is invited to watch me GTM Engineer, hands free in Claude Code. If you’re free, I’m livestream the entire thing today… 

⬇️ comment bel","Today everyone is invited to watch me GTM Engineer, hands free in Claude Code. If you’re free, I’m livestream the entire thing today… 

⬇️ comment bel",https://www.linkedin.com/posts/jordancrawford_today-everyone-is-invited-to-watch-me-gtm-activity-7408923395511480321-QyYw?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFgjPbUBezTI8Hq3YZEHPDYXMhtl4HhVFkU,2025-12-22T17:36:28.630Z,idea_legos_nacho,101,0,53.0,
"Gun to my head, if I had to build an AI GTM product, here’s what I would do…

First off here’s what I wouldn’t do:
1. No all in one tool, bad idea.
2. 100% no audio recording tools, unless it’s in person like limitless.ai
3. No signals
4. Nothing that involves email or email infra
5. Nothing that tries to write messages
6. No CRM
7. Never lead gen

Here’s what I would do:
1. A VERY thoughtful CRM cleaner (h/t Anders Krohn).
2. ZoomInfo for you databases.
3. A SDR / AE monitoring tool tied to systems workflow (so monitor their screens and improve their workflows).
4. Message testing framework even virtual responders based on call transcripts.
5. A call transcript connector tool that just constantly extracts the necessary context on your customers for the LLMs.

These are just a few ideas.

But for the love of god, stop building the single app to try and do all GTM. 

It’s silly and won’t work.",64.0,38.0,1,103.0,1.21,Teacher,GTM/Sales,Personal Experience,List Post,Text-only,"Gun to my head, if I had to build an AI GTM product, here’s what I would do…","Gun to my head, if I had to build an AI GTM product, here’s what I would do…

First off here’s what I wouldn’t do:
1. No all in one tool, bad idea.
2.","Gun to my head, if I had to build an AI GTM product, here’s what I would do…

First off here’s what I wouldn’t do:
1. No all in one tool, bad idea.
2.",https://www.linkedin.com/posts/jordancrawford_gun-to-my-head-if-i-had-to-build-an-ai-gtm-activity-7399121036669267968-Inaw?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEPLVB8BjK8i7C_59z_zkiamiJYzSeuohxk,2025-11-25T16:25:24.163Z,idea_legos_nacho,104,0,53.0,
We’re entering a new era of GTM from ChatGPT > Clay > Claude Code. Here’s how I see the change…,72.0,26.0,1,99.0,1.36,Fortune Teller,GTM/Sales,Industry Observation,Short Punch,Text-only,We’re entering a new era of GTM from ChatGPT > Clay > Claude Code. Here’s how I see the change…,We’re entering a new era of GTM from ChatGPT > Clay > Claude Code. Here’s how I see the change…,We’re entering a new era of GTM from ChatGPT > Clay > Claude Code. Here’s how I see the change…,https://www.linkedin.com/posts/jordancrawford_were-entering-a-new-era-of-gtm-from-chatgpt-activity-7415106698966650880-ktFe?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADtNJIwB7YeBWk5OSR57XvTciKjhzeBfg7M,2026-01-08T19:06:43.054Z,idea_legos_nacho,85,0,53.0,
